iter	RMSE
414	3466.261711
415	3463.60303
416	3462.787588
417	3460.258754
418	3457.235698
419	3456.807727
420	3455.393992
421	3451.904323
422	3449.90774
423	3447.869244
424	3444.467787
425	3439.845731
426	3435.64457
427	3433.571197
428	3431.556902
429	3429.124655
430	3426.35214
431	3423.855806
432	3421.973223
433	3419.53574
434	3417.524726
435	3414.067946
436	3409.910629
437	3408.866217
438	3406.915154
439	3406.145095
440	3404.692764
441	3401.787054
442	3398.649819
443	3396.848322
444	3392.809076
445	3392.542003
446	3390.875392
447	3389.340173
448	3388.843264
449	3386.88173
450	3386.438474
451	3384.4416
452	3383.344775
453	3381.839299
454	3380.259994
455	3379.291537
456	3377.308361
457	3376.136661
458	3374.505818
459	3372.770041
460	3372.308042
461	3369.46841
462	3366.061642
463	3365.19161
464	3362.060229
465	3359.669664
466	3356.965196
467	3355.426012
468	3354.398833
469	3353.970944
470	3351.420957
471	3349.03586
472	3346.329861
473	3345.888562
474	3345.37571
475	3344.805087
476	3341.726729
477	3341.223011
478	3340.792711
479	3338.224428
480	3336.470889
481	3336.204779
482	3334.40547
483	3332.742528
484	3331.281365
485	3327.08539
486	3324.918727
487	3319.997495
488	3317.589267
489	3313.679894
490	3312.113114
491	3309.046448
492	3307.290163
493	3305.760296
494	3304.931946
495	3303.047657
496	3302.644382
497	3299.381781
498	3297.655744
499	3296.211011
500	3295.787029
501	3295.131007
502	3292.908852
503	3290.442463
504	3288.671454
505	3288.233831
506	3287.250358
507	3286.472629
508	3284.844434
509	3282.93653
510	3279.55341
511	3278.498224
512	3276.987709
513	3275.889635
514	3272.135706
515	3269.101982
516	3265.477294
517	3264.195965
518	3263.105689
519	3259.676745
520	3257.930107
521	3255.794851
522	3255.260795
523	3253.324122
524	3252.931687
525	3251.394412
526	3248.65515
527	3247.265834
528	3246.290599
529	3243.836167
530	3241.374931
531	3240.142998
532	3237.148701
533	3235.950003
534	3234.196901
535	3232.145365
536	3229.814954
537	3228.348825
538	3225.224261
539	3224.739992
540	3224.109803
541	3223.753453
542	3220.291299
543	3217.710766
544	3215.000354
545	3214.356575
546	3210.357799
547	3207.806058
548	3207.216097
549	3202.671183
550	3202.252551
551	3199.168132
552	3198.590888
553	3195.443134
554	3194.316391
555	3192.918724
556	3191.397165
557	3189.774757
558	3188.333179
559	3187.9577
560	3186.925591
561	3185.225097
562	3183.104808
563	3182.214784
564	3179.993536
565	3177.786728
566	3177.414233
567	3176.831961
568	3176.466089
569	3175.748302
570	3173.471262
571	3171.492202
572	3169.788388
573	3167.405048
574	3164.65855
575	3163.278767
576	3161.838579
577	3159.44083
578	3157.943108
579	3157.138571
580	3155.357738
581	3155.021098
582	3153.611988
583	3150.242296
584	3148.674132
585	3147.542551
586	3146.515727
587	3146.085895
588	3145.767873
589	3144.72123
590	3144.537854
591	3142.614713
592	3141.346424
593	3139.772948
594	3138.704265
595	3137.144197
596	3136.710688
597	3136.364574
598	3135.042469
599	3134.472652
600	3132.848515
601	3132.03132
602	3129.197887
603	3128.065
604	3127.029116
605	3126.65619
606	3124.955141
607	3124.65815
608	3123.143138
609	3121.320543
610	3119.868642
611	3119.048918
612	3116.379037
613	3113.843165
614	3113.523182
615	3111.735282
616	3109.551824
617	3108.589443
618	3108.323935
619	3105.822404
620	3102.399881
621	3101.208658
622	3098.635094
623	3096.954727
624	3094.68181
625	3093.171596
626	3091.781731
627	3090.30924
628	3090.003893
629	3088.374436
630	3087.907616
631	3087.602055
632	3086.686692
633	3084.943107
634	3084.012456
635	3082.299069
636	3081.046022
637	3078.22346
638	3076.789896
639	3074.740489
640	3072.088571
641	3069.55315
642	3069.085247
643	3067.405523
644	3064.899867
645	3063.512121
646	3063.089689
647	3062.829432
648	3062.143449
649	3059.341253
650	3057.280683
651	3055.944889
652	3055.23239
653	3053.895991
654	3051.714932
655	3048.917814
656	3047.582157
657	3046.227164
658	3044.230942
659	3040.093002
660	3039.782651
661	3038.483041
662	3037.622497
663	3036.94399
664	3036.55481
665	3035.575527
666	3034.196384
667	3033.279767
668	3032.043401
669	3030.308268
670	3029.917996
671	3029.054479
672	3026.907618
673	3025.16767
674	3024.859635
675	3023.055029
676	3020.308876
677	3019.7268
678	3017.714248
679	3016.684964
680	3015.461256
681	3012.215192
682	3011.890222
683	3009.070114
684	3008.871268
685	3007.26649
686	3007.029277
687	3005.046983
688	3003.985995
689	3003.682358
690	3002.608875
691	3001.361055
692	3000.516314
693	2999.779713
694	2999.149393
695	2998.281784
696	2997.62328
697	2995.239644
698	2992.143078
699	2990.638884
700	2989.095136
701	2988.393643
702	2987.898727
703	2987.488735
704	2985.54172
705	2983.346977
706	2982.151123
707	2980.532504
708	2978.630901
709	2976.807319
710	2975.152705
711	2973.419338
712	2971.526767
713	2970.95156
714	2970.075989
715	2969.228606
716	2968.049174
717	2967.200454
718	2964.147362
719	2961.306184
720	2958.816406
721	2957.459107
722	2956.00431
723	2953.630749
724	2952.361155
725	2951.29719
726	2949.863383
727	2948.89184
728	2947.679733
729	2947.033587
730	2945.493124
731	2944.125591
732	2943.900673
733	2941.509618
734	2939.865558
735	2939.16286
736	2937.083926
737	2935.997907
738	2935.353535
739	2932.797405
740	2930.729043
741	2929.802179
742	2927.135176
743	2926.912437
744	2925.813592
745	2924.602502
746	2922.726511
747	2920.728522
748	2920.043676
749	2919.184951
750	2917.711278
751	2915.486335
752	2914.449257
753	2912.137653
754	2910.891438
755	2908.614398
756	2906.690006
757	2903.89604
758	2902.295746
759	2900.149716
760	2899.140625
761	2897.886696
762	2896.038503
763	2891.659399
764	2890.516566
765	2889.448863
766	2887.556384
767	2887.346822
768	2886.195901
769	2885.082883
770	2883.41994
771	2882.818727
772	2882.583294
773	2879.361418
774	2879.139219
775	2878.921507
776	2876.455804
777	2874.640812
778	2874.427159
779	2873.03814
780	2871.343999
781	2869.404703
782	2868.571571
783	2865.687087
784	2863.103335
785	2860.659967
786	2860.088544
787	2858.265832
788	2854.948363
789	2853.557148
790	2850.881093
791	2849.780319
792	2848.527003
793	2846.634176
794	2846.451655
795	2844.916641
796	2844.244243
797	2843.388462
798	2840.337911
799	2837.179349
800	2836.839383
801	2835.66463
802	2835.489053
803	2835.284055
804	2834.141926
805	2833.772472
806	2833.481845
807	2832.776216
808	2832.033093
809	2829.125234
810	2826.562752
811	2825.902209
812	2825.29513
813	2824.609249
814	2822.942889
815	2822.066179
816	2820.770537
817	2820.036001
818	2819.463281
819	2819.273662
820	2818.420518
821	2817.93836
822	2816.887733
823	2816.013348
824	2814.557092
825	2814.385585
826	2811.309191
827	2811.127991
828	2809.258485
829	2809.080511
830	2806.872763
831	2805.311977
832	2803.544927
833	2802.819351
834	2801.567236
835	2801.119278
836	2799.488591
837	2798.188197
838	2797.750553
839	2796.890256
840	2794.080296
841	2792.379268
842	2791.938826
843	2791.176702
844	2790.984487
845	2790.478864
846	2789.794213
847	2789.15854
848	2787.808203
849	2786.165193
850	2785.284891
851	2784.295029
852	2783.216734
853	2781.959791
854	2780.931194
855	2780.233552
856	2779.283414
857	2779.015238
858	2777.028054
859	2776.050912
860	2773.963851
861	2773.724109
862	2772.788813
863	2772.495051
864	2772.217964
865	2769.975552
866	2768.985727
867	2767.998361
868	2766.498425
869	2766.05419
870	2764.477084
871	2763.130384
872	2761.409141
873	2760.036128
874	2758.729246
875	2758.263746
876	2757.421233
877	2755.753505
878	2755.465391
879	2753.814913
880	2753.701946
881	2753.543621
882	2751.561398
883	2748.865454
884	2748.301702
885	2747.787688
886	2747.106542
887	2746.368962
888	2744.796246
889	2744.694304
890	2743.790997
891	2743.095223
892	2743.036491
893	2742.703112
894	2741.050042
895	2739.445214
896	2738.741206
897	2737.699377
898	2737.65679
899	2736.837515
900	2736.711263
901	2735.81257
902	2733.148447
903	2732.748663
904	2732.536937
905	2730.844263
906	2729.554451
907	2729.225517
908	2728.835278
909	2727.7897
910	2726.588339
911	2724.534724
912	2723.18252
913	2722.147383
914	2721.899504
915	2720.972705
916	2719.703736
917	2718.180021
918	2717.43295
919	2716.379998
920	2714.799279
921	2712.906839
922	2710.372479
923	2709.059211
924	2707.67414
925	2707.314182
926	2706.619275
927	2706.022598
928	2704.545913
929	2703.935525
930	2702.591802
931	2702.026684
932	2700.9286
933	2699.736142
934	2699.109172
935	2697.942185
936	2696.779932
937	2695.614508
938	2695.215701
939	2693.135041
940	2690.748404
941	2688.177664
942	2687.602682
943	2687.550989
944	2686.906751
945	2684.782731
946	2684.546383
947	2683.743581
948	2681.321498
949	2681.06841
950	2679.780942
951	2679.333798
952	2677.897217
953	2676.051592
954	2673.628898
955	2672.98365
956	2671.60136
957	2670.485689
958	2668.69949
959	2668.010411
960	2666.314217
961	2664.031153
962	2663.215927
963	2662.164052
964	2661.254774
965	2659.256187
966	2659.226772
967	2658.672373
968	2657.515932
969	2656.944168
970	2653.737521
971	2652.045462
972	2651.049009
973	2650.894134
974	2650.683739
975	2650.161289
976	2646.967348
977	2645.27192
978	2644.565302
979	2644.141579
980	2642.473795
981	2642.132131
982	2641.389529
983	2639.82109
984	2639.611143
985	2638.490363
986	2637.274188
987	2636.801295
988	2635.210965
989	2634.673197
990	2631.667536
991	2631.466494
992	2631.396732
993	2631.176144
994	2630.698785
995	2630.537832
996	2629.382798
997	2628.396352
998	2627.381335
999	2624.957875
