iter	RMSE
213	3870.561244
214	3869.723553
215	3867.890329
216	3865.516503
217	3861.835763
218	3858.658541
219	3856.080944
220	3851.936182
221	3851.268801
222	3847.740638
223	3844.791889
224	3841.853262
225	3837.528484
226	3834.823151
227	3831.626879
228	3830.8476
229	3827.647211
230	3824.648407
231	3822.244049
232	3821.254654
233	3820.655496
234	3819.506773
235	3815.283717
236	3811.641018
237	3808.06909
238	3805.347181
239	3803.906387
240	3802.804909
241	3800.156432
242	3799.036493
243	3797.595835
244	3792.629699
245	3791.891528
246	3791.264132
247	3790.633744
248	3787.410589
249	3784.468435
250	3781.458537
251	3776.669533
252	3774.142504
253	3772.562479
254	3771.149941
255	3769.695923
256	3767.803345
257	3764.49041
258	3761.290591
259	3758.283682
260	3757.627629
261	3756.78158
262	3755.04756
263	3752.157925
264	3751.52342
265	3749.79286
266	3747.722289
267	3744.498682
268	3739.740188
269	3739.335851
270	3736.8188
271	3733.839477
272	3731.125355
273	3728.580713
274	3725.682914
275	3722.781283
276	3720.516595
277	3717.454837
278	3715.769249
279	3713.260336
280	3712.48427
281	3712.027918
282	3709.906537
283	3705.876554
284	3705.181961
285	3702.793766
286	3699.881922
287	3698.994762
288	3697.200668
289	3694.252412
290	3693.067274
291	3691.113486
292	3686.638852
293	3686.210683
294	3682.376368
295	3681.836804
296	3680.995585
297	3680.39194
298	3678.703357
299	3676.047594
300	3675.463532
301	3674.797872
302	3673.095554
303	3670.488418
304	3669.048626
305	3668.451335
306	3665.675196
307	3664.349344
308	3662.422877
309	3659.998137
310	3657.952628
311	3654.002967
312	3651.787002
313	3648.662717
314	3646.89032
315	3646.123835
316	3645.62137
317	3640.939045
318	3639.649371
319	3637.853826
320	3635.996416
321	3634.374672
322	3632.693478
323	3632.328333
324	3630.432373
325	3627.687815
326	3626.502356
327	3626.142415
328	3623.892448
329	3620.766429
330	3618.998302
331	3617.371662
332	3617.024236
333	3615.873777
334	3612.544755
335	3609.815181
336	3609.468026
337	3607.804565
338	3605.436898
339	3603.226422
340	3601.953986
341	3599.706226
342	3595.418504
343	3594.18039
344	3591.739074
345	3590.428366
346	3584.980319
347	3584.658696
348	3582.576572
349	3581.655343
350	3580.128948
351	3578.461654
352	3576.767018
353	3576.228898
354	3574.05715
355	3573.680699
356	3571.681193
357	3569.611378
358	3566.633216
359	3564.538848
360	3561.93673
361	3559.506667
362	3557.209115
363	3555.398433
364	3552.489163
365	3551.381583
366	3550.673898
367	3550.377056
368	3549.205308
369	3548.042864
370	3546.825214
371	3546.477005
372	3544.81727
373	3543.091023
374	3539.708797
375	3538.451901
376	3535.676023
377	3533.778067
378	3531.27718
379	3530.62859
380	3528.153228
381	3525.166947
382	3524.741353
383	3522.535164
384	3519.207597
385	3518.058504
386	3517.068412
387	3513.870483
388	3510.246126
389	3508.754486
390	3508.512145
391	3506.068503
392	3504.441139
393	3504.2447
394	3502.470824
395	3501.332858
396	3500.939076
397	3499.32522
398	3498.297126
399	3494.672353
400	3494.458584
401	3492.847048
402	3490.50273
403	3490.261707
404	3487.194667
405	3485.120855
406	3481.922119
407	3478.90154
408	3477.781366
409	3475.688677
410	3473.51068
411	3471.049468
412	3468.16398
413	3467.256647
414	3464.575043
415	3464.059764
416	3461.932393
417	3459.978135
418	3459.384509
419	3456.790297
420	3456.566012
421	3454.228978
422	3451.340096
423	3450.320078
424	3450.088438
425	3449.913421
426	3447.648563
427	3447.427337
428	3445.826441
429	3443.8362
430	3440.341848
431	3439.528393
432	3438.589694
433	3437.126241
434	3434.976291
435	3433.924239
436	3432.138442
437	3428.777201
438	3427.064833
439	3424.999477
440	3422.826995
441	3420.370711
442	3418.103217
443	3417.892365
444	3417.224878
445	3414.329736
446	3412.348899
447	3409.010067
448	3408.567036
449	3405.204616
450	3404.167079
451	3403.287731
452	3400.390159
453	3400.080934
454	3399.453596
455	3397.362949
456	3394.03953
457	3392.197424
458	3390.386443
459	3389.861962
460	3388.419017
461	3387.999546
462	3386.274465
463	3385.682991
464	3384.951524
465	3384.745719
466	3384.277117
467	3383.684857
468	3381.950987
469	3379.668418
470	3379.110978
471	3377.613375
472	3377.064438
473	3374.817591
474	3374.593887
475	3373.981553
476	3371.887645
477	3370.72351
478	3369.983556
479	3366.564725
480	3364.974105
481	3364.331476
482	3363.113769
483	3362.204449
484	3359.651016
485	3359.064609
486	3358.585746
487	3357.967226
488	3357.083904
489	3355.421398
490	3355.25178
491	3353.714122
492	3353.188576
493	3352.005697
494	3350.998293
495	3348.855477
496	3345.776638
497	3345.174479
498	3343.385264
499	3342.516988
500	3340.82942
501	3340.353844
502	3337.81572
503	3336.739433
504	3335.091601
505	3334.269742
506	3332.646671
507	3331.917039
508	3329.89785
509	3329.161138
510	3328.346168
511	3326.493461
512	3324.903906
513	3324.735934
514	3323.404043
515	3322.288012
516	3319.356322
517	3318.544125
518	3316.602391
519	3315.248784
520	3313.676457
521	3311.17574
522	3310.381353
523	3309.688272
524	3307.780627
525	3307.636145
526	3306.676004
527	3303.895575
528	3302.491504
529	3301.411232
530	3300.159863
531	3298.294503
532	3298.129999
533	3296.991556
534	3296.07793
535	3294.688188
536	3294.52077
537	3291.146234
538	3289.113629
539	3288.855221
540	3285.861555
541	3283.420908
542	3283.124618
543	3281.29595
544	3278.848741
545	3276.135448
546	3275.2523
547	3273.103515
548	3272.407502
549	3270.322566
550	3268.019371
551	3266.448119
552	3263.547342
553	3261.513009
554	3261.396457
555	3260.08161
556	3259.957538
557	3257.299977
558	3256.519517
559	3251.546263
560	3250.050718
561	3249.246686
562	3248.722032
563	3248.406035
564	3248.284432
565	3245.881846
566	3244.32275
567	3241.786806
568	3239.967332
569	3239.547607
570	3238.698511
571	3237.904245
572	3236.775224
573	3235.01667
574	3232.473218
575	3231.887665
576	3228.960672
577	3227.172634
578	3223.276969
579	3222.804332
580	3221.441614
581	3221.303316
582	3220.496153
583	3217.771017
584	3216.347574
585	3214.990216
586	3213.234157
587	3213.123507
588	3210.571038
589	3209.278361
590	3209.159003
591	3206.623236
592	3206.006214
593	3204.072003
594	3200.3401
595	3199.264561
596	3198.028172
597	3196.534805
598	3195.096668
599	3194.740334
600	3193.007743
601	3192.881939
602	3192.758417
603	3191.610482
604	3190.522072
605	3189.399697
606	3188.163129
607	3186.812853
608	3185.775296
609	3185.657259
610	3184.647819
611	3184.543973
612	3182.872991
613	3180.408732
614	3178.025659
615	3176.665212
616	3175.209379
617	3174.579802
618	3174.470603
619	3171.30819
620	3168.291454
621	3166.991461
622	3165.80187
623	3165.512697
624	3165.450566
625	3163.849421
626	3162.539035
627	3159.759271
628	3158.226566
629	3157.315983
630	3156.49372
631	3155.191867
632	3153.666265
633	3151.911094
634	3150.589065
635	3150.061002
636	3148.718354
637	3146.425916
638	3146.023201
639	3145.113579
640	3144.540853
641	3143.221007
642	3143.047264
643	3141.23943
644	3138.817918
645	3138.206143
646	3135.566472
647	3135.499277
648	3133.0404
649	3132.10095
650	3129.818924
651	3128.900259
652	3127.880707
653	3126.64892
654	3126.48722
655	3126.43114
656	3124.642373
657	3123.667963
658	3123.616058
659	3121.677552
660	3121.456145
661	3120.949965
662	3120.225938
663	3117.892398
664	3115.016554
665	3114.393927
666	3113.709587
667	3112.291522
668	3110.42016
669	3109.61414
670	3108.698113
671	3106.398017
672	3103.772206
673	3103.108634
674	3103.0279
675	3101.104224
676	3100.258652
677	3099.042214
678	3098.238766
679	3097.111863
680	3095.591881
681	3094.997341
682	3093.464797
683	3092.678574
684	3090.90154
685	3088.460154
686	3088.251998
687	3087.61001
688	3087.027536
689	3084.893914
690	3084.682101
691	3084.540662
692	3083.645109
693	3081.837826
694	3081.289742
695	3079.880691
696	3079.131352
697	3077.903427
698	3075.239839
699	3074.550762
700	3074.073218
701	3071.47722
702	3069.894056
703	3069.502585
704	3068.626471
705	3066.904395
706	3066.315541
707	3065.08715
708	3064.379565
709	3063.475652
710	3061.702669
711	3061.285532
712	3059.566544
713	3058.837722
714	3057.665094
715	3056.4119
716	3055.310976
717	3052.050319
718	3049.578779
719	3046.484939
720	3044.656368
721	3043.774449
722	3042.549709
723	3041.733029
724	3040.847141
725	3039.43283
726	3039.055411
727	3037.41145
728	3036.806454
729	3034.571015
730	3034.164621
731	3031.879409
732	3031.270622
733	3030.308079
734	3028.663966
735	3027.248779
736	3024.463965
737	3024.245464
738	3024.037854
739	3021.360587
740	3018.20722
741	3016.576728
742	3015.617909
743	3014.376441
744	3013.338287
745	3011.418979
746	3009.446878
747	3009.341668
748	3009.240277
749	3008.666014
750	3007.345326
751	3005.21295
752	3004.697335
753	3004.147717
754	3003.3499
755	3002.042658
756	3000.959126
757	2999.839681
758	2998.936155
759	2997.897897
760	2995.670348
761	2994.848854
762	2992.970125
763	2992.6267
764	2989.623753
765	2988.522407
766	2986.465454
767	2985.689525
768	2984.835115
769	2983.656978
770	2981.189283
771	2979.898784
772	2979.848638
773	2979.480825
774	2976.136954
775	2975.340299
776	2972.479391
777	2970.649458
778	2968.880569
779	2967.613454
780	2966.216759
781	2965.226051
782	2964.426279
783	2964.109252
784	2961.916744
785	2959.35122
786	2958.436155
787	2956.409578
788	2954.643332
789	2954.27619
790	2951.909594
791	2950.1808
792	2949.417724
793	2946.967957
794	2943.82346
795	2942.623209
796	2941.535249
797	2941.181449
798	2940.887957
799	2940.52834
800	2939.38726
801	2936.574173
802	2936.207524
803	2936.150838
804	2934.346767
805	2933.153664
806	2932.669988
807	2930.374557
808	2929.647374
809	2929.086615
810	2928.678788
811	2927.559758
812	2924.217756
813	2922.652339
814	2920.430658
815	2919.641595
816	2918.085623
817	2917.450288
818	2916.887248
819	2914.350921
820	2912.735994
821	2912.117531
822	2911.78148
823	2910.537872
824	2909.366885
825	2908.69281
826	2907.678021
827	2906.173061
828	2905.071084
829	2904.74363
830	2902.567589
831	2900.332439
832	2898.824325
833	2896.269264
834	2894.874129
835	2894.478352
836	2892.111535
837	2891.850205
838	2890.199678
839	2888.031587
840	2886.312084
841	2885.309597
842	2884.274541
843	2882.511327
844	2881.756359
845	2880.446588
846	2880.030814
847	2879.71424
848	2878.180554
849	2877.600784
850	2877.295838
851	2875.487183
852	2874.115568
853	2872.376605
854	2870.302732
855	2870.032049
856	2869.740771
857	2868.548671
858	2867.973143
859	2866.121538
860	2864.361979
861	2861.967542
862	2860.778836
863	2860.279333
864	2857.857892
865	2857.347147
866	2856.131895
867	2854.861349
868	2854.244918
869	2852.553376
870	2851.890219
871	2849.931566
872	2848.967176
873	2848.636997
874	2848.202632
875	2846.473243
876	2845.575327
877	2844.853546
878	2843.383142
879	2842.248086
880	2841.65299
881	2840.791068
882	2839.777466
883	2839.35972
884	2838.567238
885	2837.701808
886	2836.098203
887	2834.456626
888	2832.793538
889	2832.296834
890	2830.635094
891	2830.598921
892	2827.279574
893	2826.310666
894	2825.278083
895	2824.594168
896	2823.963335
897	2822.641036
898	2821.241189
899	2817.876518
900	2817.65889
901	2816.69123
902	2816.109956
903	2815.449519
904	2814.103948
905	2812.859037
906	2812.196262
907	2811.306545
908	2811.057332
909	2810.481516
910	2808.222299
911	2806.217248
912	2805.238865
913	2804.670359
914	2803.065563
915	2799.907321
916	2799.376079
917	2798.987039
918	2798.045374
919	2794.959297
920	2794.494373
921	2793.73917
922	2792.15299
923	2792.104709
924	2791.294873
925	2789.869532
926	2788.913126
927	2786.606753
928	2785.31368
929	2784.192783
930	2781.281183
931	2780.752132
932	2780.017506
933	2778.18947
934	2777.634953
935	2777.009713
936	2776.178597
937	2775.807379
938	2775.039689
939	2773.924191
940	2772.184785
941	2769.201917
942	2768.871854
943	2767.948249
944	2767.45356
945	2766.184364
946	2765.564439
947	2764.11441
948	2761.647932
949	2761.209751
950	2760.410313
951	2759.888238
952	2759.309929
953	2758.492057
954	2756.673843
955	2756.3569
956	2755.649865
957	2753.359577
958	2751.089623
959	2749.844459
960	2748.113021
961	2745.820344
962	2745.195125
963	2743.694476
964	2742.930701
965	2742.411756
966	2742.347668
967	2741.526218
968	2740.930615
969	2737.576283
970	2735.36181
971	2734.198444
972	2731.90912
973	2729.469667
974	2727.682453
975	2726.697107
976	2723.55643
977	2722.452235
978	2720.234395
979	2719.997446
980	2718.659612
981	2718.031773
982	2717.221318
983	2715.595021
984	2713.447543
985	2712.959724
986	2712.209986
987	2711.533034
988	2710.316921
989	2709.025151
990	2706.813489
991	2705.885021
992	2704.865081
993	2703.728829
994	2703.263937
995	2702.578421
996	2702.33553
997	2702.226764
998	2700.558702
999	2699.302626
